,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
76,77,2019-10-17 04:37:54,0.668298893036035,0.8766,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False
print(isPrimes(35))

def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
                
FindPrimes(1000)
            
                
"
77,78,2019-10-17 04:41:07,0.6673213990100344,0.8878,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(35))             

FindPrimes(1000)
            
                
"
78,79,2019-10-17 05:20:10,0.7218811320874264,0.8697,TypeError: stop must be a integer on line 13,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(35))             

FindPrimes(input(""enter a number""))
            
                
"
79,80,2019-10-17 05:25:05,0.7692345294084545,0.8946,TypeError: stop must be a integer on line 13,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(35))             

number = (input(""enter a number""))
FindPrimes(number)
            
                
"
80,81,2019-10-17 05:25:25,0.6673213990100344,0.8878,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(35))             

FindPrimes(1000)
            
                
"
81,82,2019-10-17 07:06:21,0.5989717954506226,0.8198,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
#print(isPrimes(35))             

FindPrimes(1000)
            
                
"
82,83,2019-10-17 07:28:53,0.6663582673588182,0.8868,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(1000))             

FindPrimes(1000)
            
                
"
83,84,2019-10-17 07:30:58,0.8132716230745878,0.8908,SyntaxError: bad input on line 17,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
x = int(input(""number"") 
print(isPrimes(x))             

print(FindPrimes(x), 'is a prime number')
            
                
"
84,85,2019-10-17 07:31:21,0.6673213990100344,0.8878,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(35))             

FindPrimes(1000)
            
                
"
85,86,2019-10-17 07:31:45,0.6663582673588182,0.8868,success,"def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(1000))             

FindPrimes(1000)
            
                
"
86,87,2019-10-17 07:32:31,0.7583321808427923,0.8583,success,"x = int(input('number'))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(x))             

FindPrimes(x)
            
                
"
87,88,2019-10-17 07:34:22,0.8329943233633008,0.8792,success,"x = int(input('number'))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(""Input number:"", x)            
print(FindPrimes(x), ""is a prime number"")

                
"
88,89,2019-10-17 07:35:05,0.8568664427010947,0.8771,success,"x = int(input('number'))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
y = FindPrimes(x)             
print(""Input number:"", x)            
print(y, ""is a prime number"")

                
"
89,90,2019-10-17 07:36:11,0.8329943233633008,0.8792,SyntaxError: bad input on line 19,"x = int(input('number'))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(""Input number:"", x)            
    print(FindPrimes(x), ""is a prime number"")

                
"
90,91,2019-10-17 07:38:20,0.7814094954603845,0.8442,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
print(isPrimes(x))             

FindPrimes(x)
            
                
"
91,92,2019-10-17 13:05:14,0.7124549612975151,0.7945,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
#print(isPrimes(x))             

FindPrimes(x)
            
                
"
92,93,2019-10-17 15:23:10,0.6641983907596152,0.7475,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num)
            
#print(isPrimes(x))             

#FindPrimes(x)
            
                
"
93,94,2019-10-17 15:23:30,0.7645568536473861,0.8151,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    for num in range(1,number):
        if (isPrimes(num)):
            print(num, ""is a prime number"")
            
#print(isPrimes(x))             

FindPrimes(x)
            
                
"
94,95,2019-10-17 15:24:56,0.9633002156864664,0.9294,SyntaxError: bad input on line 19,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    counter = 0
    for num in range(1,number):
        if (isPrimes(num)):
            print(num, ""is a prime number"")
            counter = counter + 1
    print(""NUmber of prime numbers between 1 and "", ,number, ""is:"", counter)
            
#print(isPrimes(x))             

FindPrimes(x)
            
                
"
95,96,2019-10-17 15:25:06,0.9711334947331616,0.937,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    counter = 0
    for num in range(1,number):
        if (isPrimes(num)):
            print(num, ""is a prime number"")
            counter = counter + 1
    print(""NUmber of prime numbers between 1 and"" ,number, ""is:"", counter)
            
#print(isPrimes(x))             

FindPrimes(x)
            
                
"
96,97,2019-10-17 16:43:21,1.0,0.9451,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    counter = 0
    for num in range(1,number):
        if (isPrimes(num)):
            print(num, ""is a prime number"")
            counter = counter + 1
    print(""Number of prime numbers between 1 and"" ,number, ""is:"", counter)
            
#print(isPrimes(x))             

FindPrimes(x)
            
                
"
97,98,2019-10-17 16:55:52,1.0,0.9451,success,"x = int(input(""Enter a number""))
def isPrimes(number): 
    if number > 1:
        for i in range (2,number):
            if (number % i) == 0:
                return False
        else:
            return True 
    else:
        return False


def FindPrimes(number):
    counter = 0
    for num in range(1,number):
        if (isPrimes(num)):
            print(num, ""is a prime number"")
            counter = counter + 1
    print(""Number of prime numbers between 1 and"" ,number, ""is:"", counter)
            

FindPrimes(x)
            
                
"
